,title,excerpt,commentCount,likeCount,topics,forumName,gender,school,totalCommentCount
0,#分享 5/13 毛寶,從他跌的那一刻就可以每天空毛寶 必賺懶得講什麼分析了 反正就垃圾股股大家看看就好更新 美股生技回升一點 盤中小心被軋空對 還是要相信一下美股哈哈哈 來不及停損就當學費收盤還是該來當個宅男,4,6,"['股票', '當沖', '生技']",股票,M,護理科男神,22
0,#分享 看新聞操作權證 韭菜空,選擇標的長榮航511看到利多新聞 空操作日期511買512賣權證認售剛好遇上死亡交叉量縮 三大法人也站在賣方雖然知道還有肉 不過權證屬於開槓桿見好就收沒錯我就是看新聞,2,4,"['權證', '韭菜', '技術分析', '新聞']",股票,M,育達科技大學,7
0,"#分享 宣布升息就造成全球股市大幅下跌?
Fed到底是什麼恐怖東東阿",近幾個月來市場上有眾多利空消息不斷傳出無論是看似沒有盡頭的俄烏戰爭或是為了控制通膨而宣布升息的Fed使得最近世界各國股市都被低氣壓籠罩而台股今天又下跌三百多點一舉摜破萬六本次大盤下跌至今仍,7,285,"['投資', '股票', '理財', '台股', '美股']",股票,M,眠月,10
0,#分享 5/12 強勢族群&財經新聞,512 強勢族群財經新聞身在市場你就得準備忍受痛苦喬治索羅斯在今年這一段的空頭行情裡大概絕大多數人的部位都是受傷慘重這個時候只要你是正常人都難免會有想要逃避的時候不開a,0,6,"['財經', '新聞', '投資', '股票', '理財']",股票,M,happytrade22,0
0,#請益 請問把etf當儲蓄險存可以嗎,雖然我的006208狂跌但我可以把etf當作儲蓄險存嗎我會長期持有長期攤平成本只是看到最近狂跌真的還是很擔心,21,13,"['投資', '股票', '理財', '台股', 'ETF']",股票,F,新生醫護管理專科學校,43
0,#分享 #分享,股利算一算總共還有4報酬率這樣可能比較安慰一點真的是要比慘的,9,7,"['股票', '投資']",股票,M,輔仁大學,18
0,#分享 風險至上，今日也短多單停損,0512盤後分析昨日CPI數據公佈雖然相較上個月已有小幅回落但還是低於市場預期顯現通膨壓力仍就台幣方面再度重貶指數部分也再創波段新低盤勢焦點強勢族群在IP類股愛普力旺及金麗科在,0,2,"['投資', '股票', '理財', '台積電', '台股']",股票,M,  ,0
0,#新聞 看到畢業文越來越多，穩了,台股已經跌了3000點台積電到500附近了台股明天翻紅下週噴出,62,65,[],股票,M,國立成功大學,93
0,#其他 是否可以買006208/0050,新手想買但不知道買哪一隻比較好希望能給點意見,28,35,"['投資', 'ETF', '新手', '存股']",股票,F,Lisa,102
0,#分享 鴻海這幾天的圖,怎麼這麼可愛,21,12,['鴻海'],股票,F,東吳大學,46
0,#請益 請教標的，請砲小力點😭,各位我是超級大韭菜花了一半多的資金買了一堆績優電子股及美國科技股目前損益平均30金額太大腳麻砍不下但理智告訴我還有得跌可是真的砍不下去有大大願意提供一些相對勝算高的放空標的讓我避個險嗎,7,3,"['股票', '標的', '理財', '投資']",股票,F,人生好難,7
0,05/12 三大法人買賣金額統計, 三大法人買賣金額統計 億元 單位名稱  買進金額  賣出金額  買賣差額自營商自行買賣  1867  3855  1989自營商避險  6216  ,0,2,"['台股', '三大法人']",股票,D,巴菲特 Bot 零號機,0
0,#請益 應該不會再跌了吧 看多,看線 今天跌到第一個反彈點先做多看看 小單試做應該不會再跌了吧,36,9,"['投資', '股票', '台股']",股票,F,淡江大學,52
0,#新聞 今天跌深準備抓交替？,大盤回落到15600左右台積也快跌破500今天急跌是法人在整理籌碼準備來個大反彈下週回萬六可能性很高這陣子放空的小心被尬爛,9,10,"['投資', '股票']",股票,M,期指小凱哥,16
0,#分享 股東會紀念品-公園露營豪華組合,有了好好睡,6,27,"['投資', '股票', '理財', '台股', '公園']",股票,M,ShowganMo,7
0,#標的 5/12大盤盤後,315後外資多空單數據股指期貨多單增3493單空單增974單累積16668多單10984空單股票期貨多單增3858單空單平倉1947單累積22271多單77365空單選擇權,7,5,"['大盤', '股票']",股票,M,asds,36
0,#其他 振瀚資本,想問大家有聽過振瀚資本嗎他們自己的app可以下單跟申購股票但是要儲值在裡面的帳戶才能操作股票也可以提領到自己的帳戶,5,1,"['投資', '股票']",股票,F,國立高雄餐旅大學,12
0,05/12 台股收盤指數, 大盤收盤統計 加權指數1561668  38957243櫃買指數18804  389203台股成交金額258365 億今日漲幅榜代號  股,0,0,"['台股', '今日台股']",股票,D,巴菲特 Bot 零號機,0
0,#畢業 今年的少年股神,本文純粹個人觀點近兩年股市大多頭造就了許多的少年少女股神然而這些少年股神中也不乏出現一些在IG賣課賺錢最近兩個月偶然看到一位叫脊椎哥少年股神前幾周外資還沒開賣長榮航時就大力的推薦長榮航要人幫,24,34,"['投資', '畢業', '股票', '理財', '詐騙']",股票,M,亞東科技大學,58
0,#其他 升息壓力大，持股虧損多少以上才會忍痛吃損,升息壓力大持股虧損多少以上才會忍痛吃損Option 1 10Option 2 20Option 3 50以上Option 4 永不停損,16,6,"['股票', '壓力', '台股', '美股', '升息']",股票,M,國立政治大學,24
0,#分享 想認真學習交易的新手必看！入門對新手最友善的交易方式介紹~,在上一篇文章中有和大家聊到第一種交易方式當沖與隔日沖那這次Dr David就要來和大家聊聊第二種交易方式波段交易今天的主題幫大家整理了波斷交易的相關資訊大家可以花短短五分鐘的時間來看這篇文章,0,18,"['交易', '學習', '股票', '理財', '投資']",股票,M,Dr. David,0
0,#分享 套牢 越攤越平哭哭,不要再跌啦 每天撿便宜 撿到脫褲上周進場4檔股票 套起來了還有約150萬銀彈該繼續攤貪 嗎,10,1,"['分享', '哭哭', '投資', '台股']",股票,M,龍華科技大學,13
0,#分享 美國消費者物價指數8.3%,美國昨天公布消費者物價指數CPI為83雖然比上期還要低但是依然比預期的81還高美股四大指數開盤在開盤小跌後衝高但最後都收最低今天台股連帶受到國際經濟體影響而開低走低收最低,3,29,"['美國', '股票', '理財', '美股', '投資']",股票,F,輔仁大學,18
0,#分享 勸世 降肉 萬點見,昨天分享的 分享 遠離股海今天盤勢 因為昨天美國Cpi指數不如預期一樣很高 代表六月美國升三碼的決心還會重啟今早10強撐盤 後來讓法人外資好下車 就開始倒貨了  台積電4字頭可能明天就來一樣,1,9,"['勸世', '投資', '股票', '理財', '台積電']",股票,M,健行科技大學,1
0,#分享 當沖真的好賺嗎,說生技股太好賺還是我自己運氣好更新貼帳單不是炫耀文我自己也是晚上看美生技類股如果早上有空800有空可以看韓國大盤指數 他們會先開盤 可參考今日短進短出 接下來就是自己分析我也沒打算Ali,36,27,"['當沖', '台股', '生技']",股票,M,護理科男神,126
0,#標的 盤後分析2022-05-12,20220512當日領漲族群當日領跌族群傳產電子金融類股盤勢內容 美國4月CPI 83美國公布4月消費者物價指數CPI比去年同期增83接近40年高點剔除糧食和,0,1,"['分析', '投資', '股票', '理財', '台股']",股票,M,股市大象,0
0,#分享 TQQQ進場位,從2020年那次來看 TQQQ從高點砍了約72左右從去年高點9168來算 大約25元左右晚上開盤直接掛25元的單大家覺得這樣勝率高嗎,2,2,"['投資', '台股', '股票']",股票,M,靜宜大學,2
0,#標的 空襲警報,媽媽飛機墜機了來自11年前解套賣壓嗎,9,42,[],股票,M,台南應用科技大學,13
0,#標的 長榮航 取暖區⋯,長榮航發生什麼事了跌的好慘本人目前卡在35樓中午吃飯吃到快吐血了啊啊啊啊啊啊啊啊啊啊啊還有人一樣也住套房嗎,65,46,"['股票', '取暖', '標的']",股票,F,國立勤益科技大學,135
0,#分享 美股屑財報 - DIS 將繼續倒車？？,IG 美股餅乾屑DIS財報出爐囉來看看這次財報內容自行評估一下吧其他更多資訊歡迎參考IG貼文唷股票 主動收入 美股 風險管理 價值投資 美股新手 資產配置 財,0,0,"['美股', '投資', '股票', '理財', '股市']",股票,M,美股餅乾屑,0
0,#分享 韭菜中籤了,今天本來想看看被割成什麼樣子結果發現盈虧竟然正得離譜仔細一看竟然中籤了然後馬上脫手的我是不是又韭了,28,140,['中籤'],股票,F,國立成功大學,52
0,#分享 台股低迷，逢低撿便宜？,台股已經跌了好幾天最近到處看到很多人都在PO慘賠的對帳單或畢業文其實每個人在市場肯定都要遇到空頭的時候難道當初在投資都沒想過這點嗎我覺得面對股市大跌的心態是1手上有好股票的話不用跟著恐慌,35,66,"['台股', '股票', '台積電', '股市']",股票,M,韭菜水餃哥,76
0,#分享 美國CPI指數昨天公布 一起看看對股市有什麼影響,先用1分鐘講解什麼是CPICPI是消費者物價指數 英文叫 Consumer Price IndexCPI 背後的計算公式很複雜我們可以把它想成是所有商品價格的綜合統計除了可以代表一個時期的,1,5,"['股票', '理財', '美股', '經濟', '金融']",股票,F,世新大學,1
0,#其他 如果有朋在裡面 請勿上當,分享,1,1,"['詐騙', '投資']",股票,M,可憐,1
0,#標的 各位我看來要睡公園,最近的台股非常慘 一直跌低每個股都慘析析買什麼跌什麼各個網路理財都有看及理解但股票的風險還是看自己能否承受,17,7,['股票'],股票,M,國立東華大學,18
0,#分享 從今年2/7號開盤以來台股跌了快2000點，你投資的標地安全嗎？,27 今年開盤第一天大盤179660050 142台積電635富邦金 771鴻海1035420大盤17148 跌818點 漲跌4550050 132  跌10點 漲跌1,1,5,"['台股', '投資', '安全', '股票', '股市']",股票,M,維克先生,1
0,#請益 請問籌碼k,是我手機問題還是他壞掉啊報價都正常但是討論一直轉圈轉了半小時以上了,1,0,"['投資', '股票', '台股', '股市']",股票,F,小精靈🧚🏻‍♀️,7
0,#請益 該拿0056怎麼辦 🤦,想請教大家0056我該設止損嗎我想說設3000元但現在已經2400感覺隨時會破3000 還是我該繼續放著呢因為還是新手不太確定這種高股息的該怎麼操作希望大家能給我一些建議感謝 ,109,59,"['請益', '股票', '台股', 'ETF']",股票,F,東海大學,243
0,#分享 5/12 美 四大指數破底,最近的盤勢千萬別預設低點已經到了有種跌叫出貨跌每天給你拉起來又踹下去就這麼溫水煮青蛙越套越深越套越多人,3,3,"['股票', '台股', '美股', '股市', '大盤']",股票,M,老司雞,6
0,#分享 投資與投機,這兩年隨便買隨便賺的時代已經過去我原本預期2023才會崩沒想到提早了去年很多少年股神的新聞現在也慢慢少了許多不過對於什麼幣圈 nft 還是外匯交易這種廣告還是不少只想告訴這些年輕人在股票市,3,12,"['投資', '股票', '理財', '台股', '新手']",股票,M,操盤手lee,3
0,#分享 恐慌的觀察與背景分析！,,0,1,"['恐慌', '分析', '股票', '投資', '總經']",股票,F,國立臺北大學,0
0,#分享 再次重申不要抄底,現在還不是底部千萬不要抄底台股也很有可能還會下探萬四,13,15,"['投資', '股票', '理財', '台股', '美股']",股票,M,阿嘉,18
0,#分享 COIN也太慘了吧,從高點400多掉到50幾元 有夠猛的差不多慘的還有UPST跟PLTR有人到現在還持有這些股票嗎,6,3,"['投資', '股票', '美股']",股票,M,靜宜大學,6
0,#標的 盤後分析2022-05-11,20220511領漲族群紡織電子權值股領跌族群水泥食品塑膠電纜造紙鋼鐵橡膠航運金融百貨類股光電電子通路族群盤勢內容 台積電2023年起全面漲價6業界傳出,1,2,"['分析', '投資', '股票', '理財', '台股']",股票,M,股市大象,5
0,#分享 5/11  強勢族群&財經新聞,511  強勢族群財經新聞看更多黑夜再長白天總會到來寒冬再長春天總會到來莎士比亞投資如此人生亦如此當空頭行情到來該考慮的是跑or 不跑跑跑完把現金收起來又或,0,9,"['財經', '新聞', '投資', '股票', '理財']",股票,M,happytrade22,0
0,#請益  <量價時間角度> 2022 線上課程 可嗎?,那個阿各位有上過這位老師的課ㄇ廖崧沂20老師出過一本書然後聽說還是某某大師的弟子想問一下各位有沒有被雷過還是靠此翻身,3,0,"['課程', '投資', '股票', '理財', '台股']",股票,M,中國醫藥大學,3
0,#分享 [制服組報報5/10]盤弱又上下沖洗,昨晚UPST財報公布開盤重挫532熔斷復盤恢復交易最低跌至62這個昨天各處美股討論區都在哀嚎的一檔線上信貸金融公司財報有轉為虧錢嗎沒有今年度Q1業績成長不夠又對下一季與全年,3,7,"['股票', '投資', '理財', '星座', '台股']",股票,M,股狼球隊,7
0,#分享 你抄的是底、姊看的是頭，搶反彈時，必須先看懂大方向,先給各位看一下目前上市指數的走勢再看一下20142015年上市指數的走勢請問是不是有些相像在觀察個股線型我常常會利用回測找到相似的走勢例如操作1708東鹼做空前我已經做好功課先看過,18,55,"['台股', '股市', '技術分析', '大盤', '盤勢分析']",股票,F,Julie,29
0,#請益 零股僅成交兩股,大家好我是小高一 因為從小就對投資金融很有興趣上個月才終於開戶用獎學金開始投資所以錢少少的像分散風險只能買零股今天本來想下200股邁達康卻只成交兩股本來看到手續費1塊覺得還好但越想越不,23,21,"['請益', '投資', '股票', '理財']",股票,F,國立中央大學,57
0,#分享 遠離股海,升息 縮表 答案都在這了這禮拜跌深的回光返照 真假外資慢慢拉等人來接刀降持股 丟完籌碼慢慢下去 溫水煮青蛙 比較沒感覺  手腳快的可以搶短 但如果不夠快 建議還是降持股 避免滿手血空手 看法人廝殺,11,5,"['投資', '理財', '股票']",股票,M,健行科技大學,70
0,#分享 美股取暖區,這幾年來毛票股瘋漲 小弟定性夠 沒有著魔衝進去有幾個朋友已經被抬出來了本以為買優質股票就能笑到最後誰能救救我有人比我更慘的嗎雖然沒有踩到UPST FB NFLX的雷不過看到自己看好的股票跌,9,3,['AMD'],股票,M,國立高雄餐旅大學,13
0,#請益 銀行信貸審核要多久？要畢業啦！,等3天了完全沒回應股票對不住了怎辦以前審核一天就好了有一家電話確認照會等了三天還沒輪到我申請另一家審核還在的等要斷頭了打電話去問說是報稅季,8,3,"['銀行', '請益', '信貸', '投資', '股票']",股票,M,匿名,10
0,#標的 UPST,雖然不是像FAANG那麼熱門的大型企業但專注於AI借貸平台的Upstart也算小有名氣的美股之一曾經在2021年股價衝到400年底跌下來後一直在100上下浮沉這段時間內我進進出出好幾次運氣不,5,2,"['美股', 'upst', '投資']",股票,M,RT,5
0,#分享 台積電調漲代工價格,美國升息中國封控等變數雖影響終端消費電子產品等需求下滑但半導體設備交期拉長恐使晶圓代工產能明年持續吃緊龍頭廠台積電2330今告知客戶明年1月起將續調漲晶圓代工價格全面調漲幅度為6,7,39,"['台積', '價格', '價錢', '股票', '投資']",股票,F,輔仁大學,7
0,05/11 三大法人買賣金額統計, 三大法人買賣金額統計 億元 單位名稱  買進金額  賣出金額  買賣差額自營商自行買賣  1916  2465  549自營商避險  6462  6,1,1,"['台股', '三大法人']",股票,D,巴菲特 Bot 零號機,1
0,#分享 總報酬率-6.46%，虧損50幾萬,不曉得台積電要跌到什麼時候本來有900多萬現在變成700多萬將近200萬蒸發不見了,32,62,"['台積電', '股票', '台股', '美股', '金融']",股票,M,倫敦,74
0,#標的 5/11號大盤盤後,股指期貨多單增1898空單平倉1830累積13175多單10010空單股票期貨多單增1085空單增4790累積多單18413空單79312選擇權賣權平倉4908買權平倉75,1,7,"['大盤', '股票']",股票,M,asds,4
0,#其他 有人跟我一樣大跌才學會做人嗎😢,之前都以做短線或波段為主去年行情正好的時候越做越短上班時間甚至躲在廁所做當沖沒想到進入2022整個風雲變色績效不管怎樣都做不起來最近台股大跌算是壓倒駱駝的最後一根稻草幾乎把去年一整年的獲利,28,33,"['投資', '理財', '股票', '台股']",股票,M,國立中正大學,36
0,#標的 盤後分析2022-05-10,20220510領漲族群航運類股光電族群領跌族群水泥塑膠電機電纜化學營建生技類股電子零件資訊服務族群盤勢內容 在台幣貶值資金持續流出熱錢持續落跑美元指數持續,1,2,"['分析', '股票', '理財', '台股', '投資']",股票,M,股市大象,2
0,#新聞 拜登考慮解除關稅,美國總統拜登Joe Biden10日表示通貨膨脹被視為政府在國內的首要任務考慮調降對中國進口的關稅以此來降低美國商品的價格美國通貨膨脹率已居高不下隨著俄羅斯入侵烏克蘭導致能源價格飆升通,1,0,[],股票,F,國立清華大學,1
0,#請益 該繼續等還是停損,請問我買東哥遊艇公司說訂單排到2024我買在1825的高點請問現在是該止損還是繼續等第一次發文新手學習想認真請問各位股神,6,0,"['投資', '理財']",股票,M,東海大學,6
0,#其他 聰明的你認為台積電合理的價格在哪,聰明的你認為台積電合理的價格在哪Option 1 300400Option 2 400500Option 3 500600Option 4 600700,21,6,"['聰明', '台積電', '股票', '投資', '台股']",股票,M,國立政治大學,40
0,05/11 台股收盤指數, 大盤收盤統計 加權指數1600625  5545035櫃買指數19193  042022台股成交金額20621 億今日漲幅榜代號  股名 ,0,0,"['台股', '今日台股']",股票,D,巴菲特 Bot 零號機,0
0,#請益 台股還有救嗎😭,台股今天死守萬六終場收在16006感覺起來應該是有黑手在硬拉台積電讓指數不要太慘但是扣掉台積電的其他個股真是慘到不行電子好像還行眾多利空夾擊下台股不只一瀉千里連成交量都萎縮到剩下兩千億左,69,165,"['台股', '投資', '股票', '理財']",股票,F,東海大學,123
0,#請益 太空梭,本人是超級新手也沒有讀相關科系想知道這支目前到底要不要脫身,4,0,"['股票', '投資', '台股', '新手']",股票,M,隔壁母貓生小狗,14
0,#分享 當沖分享,tick流真的賺不多主要是娛樂消遣但是拋磚引玉一下首先當沖1禁無本當沖2不要跟大盤對做除非是抓隔日沖標的3成本要算好搭配券商折讓交易稅折半接下來是實單1南亞科其實不,5,6,"['投資', '股票', '理財', '當沖', '台股']",股票,M,理組文科生,13
0,#其他 #陪我討論 綠油油的市場,貪就是貧歐印式投資法 有錢不看k線狂丟攤也是貧勝率較高 因降低成本但缺點到真底部導致沒錢繼續投入但我就是第二種 現在也沒錢丟了試問各位意見 還有人預留三成現金看待市場嗎還有有人還存活,1,1,"['討論', '市場', '投資', '股票', '理財']",股票,M,貪就是貧,1
0,#分享 美股屑財報 - RBLX 拐點我等你等得好苦,IG 美股餅乾屑來看看這次財報內容自行評估一下吧其他更多資訊歡迎參考IG貼文唷股票 主動收入 美股 風險管理 價值投資 美股新手 資產配置 財報 美股財報 ,0,1,"['美股', '投資', '股票', '理財', '股市']",股票,M,美股餅乾屑,0
0,#請益 0056、00878高股息ETF請益,請問股票版的前輩們就我所了解0056是預測未來一年現金股息殖利率最高的30檔股票做為成份股00878則是過去一年殖利率最高的30檔股票做為成份股那麼以0056來說可能會遇到景氣循環也有可能會預測,4,9,"['0056', '00878', 'ETF']",股票,M,咖啡,6
0,#分享 歷史重演？,2008年也是升息跌如果走勢一樣應該還會再跌一段各位怎麼看呢,18,42,"['歷史', '投資', '股票']",股票,M,國立臺中科技大學,31
0,#分享 砍光光,先看圖上個月信心滿滿跳入股海結果眼睜睜看著萬七漸漸營養不良到萬六如果再凹下去財富就要對折了果斷砍光等GG 499跳樓大拍賣 我就歐印,32,41,"['股票', '台積電']",股票,M,QQQQQ,65
0,#分享 美股屑財報 - U 個股性風險擋不住！,IG 美股餅乾屑這次Unity真的是股價直接下地獄畢竟在現階段的宏觀大環境科技成長股已經活得艱辛刻骨起早貪黑的就是為了讓營收各種超預期結果這次來個Q2以及全年指引悲劇但不要只看,0,1,"['美股', '投資', '股票', '理財', '股市']",股票,M,美股餅乾屑,0
0,#請益 現在適合進場嗎,最近剛把房子賣了身上現在無資產有了一筆現金因為房貸的關係之前沒放現金在股市剛好沒遇上這波修正前年大漲我也沒跟到就是現在適合慢慢的進場了嗎大家都持有什麼類股,22,10,"['請益', '進場', '投資', '股票', '理財']",股票,M,朝陽科技大學,40
0,#分享 虧損200多萬，算多嗎Orz,2019年末入場本金4658萬NT遇到股災死扛沒走竟然逆轉2020年變540萬2021年繼續變697萬2022年初只有一開始盈利9萬隨後大虧這幾天終於放棄決定停損最後拿回4,48,42,"['投資', '股票', '美股', '黃金', '天然氣']",股票,F,國立臺北大學,71
0,#新聞 台積電(2330)跌破500？還是反彈上攻？可以撿了嗎？,看到這則新聞所說台積電上月營收172561億年增55 再創新高前四月合併營收663637億年增401但近起股價表現不佳股價從最高點688元一路跌到近一年新低505元今天開盤前,22,21,"['台積電', '投資', '股票', '台股', '理財']",股票,M,國父紀念館館長,56
0,#分享 5/11 盤前重點整理,各位同學早上好一日之計在於晨透過新聞內容掌握目前趨勢走向並透過利多利空消息掌握風險每天重新審視自己目前的持股美股四大指數收盤數據道瓊工業指數下跌  8496 點或 026收 3,0,4,"['投資', '股票', '理財', '台股', '股市']",股票,M,練股功,0
0,#請益 不好意思我是剛開始學習投資的新手 想請問各位這個網站是不是假的或騙人的？,,3,0,"['新手', '學習', '股票', '投資', '請益']",股票,M,hong0000,3
0,#請益 PressPlay 上有誰帶你放空？,如題最近一堆畢業文各位有在訂閱pp的股友這陣子有誰這麼厲害帶你放空了,1,1,['放空'],股票,M,世新大學,4
0,#分享 量縮觀望？,今日應屬觀望盤勢區間震盪聚焦晚上的CPI數據公佈可以留意今日新台幣是否升值以及昨日強勢的科技類股能否維持在盤上震盪改變先前一日行情的慣性昨日外資空單也增加近五千口留意今日高開低走來做結算,0,3,"['投資', '股票', '理財', '台積電', '台股']",股票,M,  ,0
0,#其他 同一檔股票系統先賣哪張,假如我同一檔股票有3張分別都不同時間買的有1張賺的 2張賠的我今天要賣出1張賣出後實現損益是哪張賠的還賺的還是是賣掉最早買的那張,5,1,[],股票,M,國立高雄科技大學,7
0,#分享 【券商分點】低買高賣案例,幾個案例分享說明一下為什麼你要看券商分點先來看看今天的關鍵分點清單買超Top5賣超Top5更多分享就在FB居米股市交易室解析1環泰群益金鼎新莊四月中的,2,4,"['股票', '股市', '台股', '籌碼', '關鍵分點']",股票,M,居米股市交易室,5
0,#分享 買到這支真的會欲哭無淚,從歷史高點到現在只剩10 真的是扯,19,28,[],股票,M,國立高雄餐旅大學,27
0,#請益 今天是誰拉的？,今天拉了300多點是誰拉的有沒有高手能解答剛剛看了八大官股行庫是賣的啊難道主力在自救嗎先拉起來明天趁早上美股漲開高倒貨嗎,13,20,['台股'],股票,M,中原大學,35
0,#分享 5/10  大盤是要止跌還是誘多呢？,首先週k而言目前還沒出現有力的支撐點位畢竟目前這根還沒結束所以就週k而言暫且當作有多方的想嘗試止跌但需要看這禮拜的整體走勢日k看法今天依然是破底但是跳空下跌最後翻紅收漲沒有再增加,6,7,"['分享', '大盤', '投資', '股票']",股票,M,股市掃地蔘,18
0,#分享 權證操作及選擇,首先感謝大家集點按 而且面對酸言酸語還有人幫忙護航是覺得挺溫馨的 那回歸正題這次就開始答應大家的權證操作及選擇吧免責聲明不免俗的還是要提醒大家 在你不全盤了解各項投資工具時 千萬不要貿然進場,3,17,"['權證', '股票', '投資', '股市', '新手']",股票,M,楓葉,3
0,#其他 迪卡上面也可以明目張膽放詐騙廣告了嗎？,沒什麼就覺得最近一直看到這個廣告很煩廢文無誤,0,4,[],股票,M,元智大學,0
0,#分享 5/10 強勢族群&財經新聞,510 強勢族群財經新聞看更多如若可以我希望用自己在世的歲月換取時光的倒流我仍是那個無憂無慮懵懵懂懂的孩童而您仍是那個耐心呵護我縱情寵溺我的老人昨天跟朋友出去聊天的,0,4,"['財經', '新聞', '投資', '長大', '成熟']",股票,M,happytrade22,0
0,#請益 存股個股選擇,我25歲是股市新手最近股市下跌想選擇一些自己喜歡的股票進場ETF涵蓋的範圍有些都不是我喜歡的公司所以選擇個股下手我選擇航運和遊戲產業陽明股息發很多但是它發行到現在這次是第一次發股息,6,6,"['存股', '投資', '台股']",股票,M,啥也,6
0,#標的 哭哭 我的股票,我的天啊誰來安慰我唯一值得慶幸的是還好30張元大金在紅字的時候賣出去了不然現在更慘我快瘋了,90,91,"['股市', '哭哭', '股票', '理財']",股票,F,國立政治大學,156
0,#其他 整理家裡翻出10年前股票,今天整理客廳時翻到老媽10年前買的股票結果上網查完全查不到這間公司股票有人知道這是什麼股票嗎為什麼電視上演翻到以前股票發大財而我卻,15,21,"['股票', '整理', '家裡']",股票,M,嘎科,34
0,#請益 要不要參加除息,弱弱的請教一下美國升息外資狂賣近幾日成交量都只有2千多億代表熱錢不在若是此時參加除息填息是不是會很久股價甚至回不來,3,2,"['請益', '股票', '投資', '理財']",股票,M,RIDER2266,19
0,#分享 [制服組報報5/9]指數欲振乏力，剛好又遇隔壁吵架,最近剛看完白蓮花大飯店才知道原來嘴很機車的女兒席德妮史威尼Sydney Sweeney原來在美國青少年小朋友圈是很紅的IG有1200萬人追蹤圖取自VOGUE昨晚一開盤其實沒大家想像的糟,1,3,"['股票', '理財', '台股', '今晚焦點', '新聞']",股票,M,股狼球隊,1
0,#其他 美股的五月魔咒,受到通膨跟升息最近美股都是跌勢在華爾街有一個諺語叫做Sell in May and go away意思就是五月就空手高歌離席 塊陶挖這句話最早刊登於1935年5月10日的金融時報此後一,1,16,"['美股', '投資', '股票', '理財']",股票,M,東吳大學,1
0,#分享 均線的學習之路！持續分享,個派別都有自己喜好 純分享勿戰訂了好久的PressPlay 課程Ashin老師的課程名字自己查一下就有唷內容都是利用線型在做分享對於新手的我其實很有幫助從疫情開始到現在大概,2,0,"['學習', '分享', '教學']",股票,F,Wasami,2
0,#分享 太慘了 錢錢還我😭,大家好 本小女子今年恰恰滿25歲是個青春洋溢回頭率爆表的美少女๑ ๑原以為依舊是個平淡無奇的一年生日當天竟收到了來自老媽的祝賀大禮於是乎打算來幹大事的我眼睛一閉 小手收一按,253,295,"['股票', '理財', 'ETF', '新手', '投資']",股票,F,小女子,369
0,#新聞 逃命機會,全球通膨日趨嚴重週三美國會公布CPI有否降低台股大盤急跌後反彈翻紅守住萬六台指也大反彈尬空短期反彈主要會在電子和低價的金融股為主還沒腳麻的逃命看這次了當然反彈不等於翻多投資不管是什麼,10,14,"['投資', '股票']",股票,M,期指小凱哥,20
0,#請益 蓋牌是不是現在最好的策略,台股最近大怒神一路狂掉身邊朋友都已經跌到快哭出來了有不少人準備要畢業了問了一下他們最近要怎麼操作他們都說蓋牌刪APP只要不看就不會跌一張不賣奇蹟自來,23,38,[],股票,F,輔仁大學,25
0,#分享 三喵進場、分批買進。,選擇工具股票期貨選擇權股票操作分類做多放空做多分析可以看出外資連續進場好幾天凱基台北哥瘋狂倒貨但我們外資摩根哥撿撿撿預估這個月10塊20塊之間浮動往後幾天跌了,15,4,"['分享', '喵', '進場', '投資', '股票']",股票,M,國立虎尾科技大學,17
0,05/10 三大法人買賣金額統計, 三大法人買賣金額統計 億元 單位名稱  買進金額  賣出金額  買賣差額自營商自行買賣  3207  2904  303自營商避險  8965  8,0,0,"['台股', '三大法人']",股票,D,巴菲特 Bot 零號機,0
0,#請益 現在應該佈局什麼類股?,俗話說別人恐懼我貪婪我知道大家現在都認為台股應該還是空方強勢一點甚至在利空消息持續存在的情況下很有可能會破底往萬五萬四邁進但是說真的從年初高點至今也跌了兩千多點個股也都便宜不少感覺如果是像,39,66,"['投資', '股票', '理財']",股票,F,東海大學,43
0,#其他 永豐app首頁？,請問這個女生是哪個老師能出現在首頁的後台應該很硬,1,4,"['app', '首頁', '投資', '股票', '理財']",股票,M,貓貓股票交割款代墊,2
0,#請益 盤勢持續崩崩崩 要怎麼買才好?,本身有存兩檔00692  00878一開始都是主力買00692每月是一萬目前00692均價2344最近開始買00878雖然買了就開始跌不過打算放長期所以就算了有幾個疑問想請大神們幫,8,21,"['ETF', '存股', '請益', '股票', '理財']",股票,F,育英醫護管理專科學校,20
0,#分享 5/10 1708東鹼 做空當沖停利紀錄,昨天台股跌破大頸線晚上又看到美股跌破大頸線很不舒服不做點什麼感覺對不起自己一選股這一波漲很多17類股籌碼很亂就是很好的空單標的1708東鹼6508惠光這兩檔一直在做空的口袋名單,2,6,"['操作說明', '台股', '技術分析', '紀錄', '做空']",股票,F,Julie,2
0,#標的 5/10日大盤盤後,315起外資多空單數據股指期貨多單平倉1683單空單增3038單累積多單11277空單11840股票期貨多單增871單空單平倉5329單累積多單17328單空單745,5,6,"['大盤', '股票']",股票,M,asds,19
